CNES;ESTABELECIMENTO;CÓDIGO DO PROCEDIMENTO PRINCIPAL NO SIGTAP;PROCEDIMENTO CIRÚRGICO (PRINCIPAL);COMPLEMENTO COM RECURSO FEDERAL DO PROCEDIMENTO PRINCIPAL (Percentual);GESTÃO DO SERVIÇO;CODIGO DA NATUREZA JURÍDICA;NATUREZA JURÍDICA;POSSUI CONTRATO COM A SECRETARIA DE SAÚDE ?;Identificação do Nome do Estabelecimento que não apareceu nesta planilha (coluna B);SQ (CODIGO Interno;UF;STATUS
2001586;FUNDHACRE;409030040;RESSECCAO ENDOSCOPICA DE PROSTATA;;ESTADUAL;1147;FUNDACAO ESTADUAL OU DO DISTRITO FEDERAL;;;200014;ACRE;APROVADO
2001586;FUNDHACRE;408060344;RETIRADA DE ESPAÇADORES / OUTROS MATERIAIS;;ESTADUAL;1147;FUNDACAO ESTADUAL OU DO DISTRITO FEDERAL;;;200015;ACRE;APROVADO
2001586;FUNDHACRE;408060140;FASCIECTOMIA;;ESTADUAL;1147;FUNDACAO ESTADUAL OU DO DISTRITO FEDERAL;;;200016;ACRE;APROVADO
2001586;FUNDHACRE;402010035;TIREOIDECTOMIA PARCIAL;;ESTADUAL;1147;FUNDACAO ESTADUAL OU DO DISTRITO FEDERAL;;;200017;ACRE;APROVADO
2001586;FUNDHACRE;402010043;TIREOIDECTOMIA TOTAL;;ESTADUAL;1147;FUNDACAO ESTADUAL OU DO DISTRITO FEDERAL;;;200018;ACRE;APROVADO
2000725;HOSPITAL DR ARY RODRIGUES;407030026;COLECISTECTOMIA;;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200019;ACRE;APROVADO
2000725;HOSPITAL DR ARY RODRIGUES;409060135;HISTERECTOMIA TOTAL;;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200021;ACRE;APROVADO
2000725;HOSPITAL DR ARY RODRIGUES;407020284;HEMORROIDECTOMIA;;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200022;ACRE;APROVADO
2000725;HOSPITAL DR ARY RODRIGUES;407040064;HERNIOPLASTIA EPIGASTRICA;;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200023;ACRE;APROVADO
2000725;HOSPITAL DR ARY RODRIGUES;407040102;HERNIOPLASTIA INGUINAL / CRURAL (UNILATERAL);;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200024;ACRE;APROVADO
2000725;HOSPITAL DR ARY RODRIGUES;407040129;HERNIOPLASTIA UMBILICAL;;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200025;ACRE;APROVADO
2000725;HOSPITAL DR ARY RODRIGUES;407040099;HERNIOPLASTIA INGUINAL (BILATERAL);;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200026;ACRE;APROVADO
2001500;HOSPITAL DE CLINICAS RAIMUNDO CHAAR;407030026;COLECISTECTOMIA;;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200027;ACRE;APROVADO
2001500;HOSPITAL DE CLINICAS RAIMUNDO CHAAR;409060186;LAQUEADURA TUBARIA;;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200028;ACRE;APROVADO
2001500;HOSPITAL DE CLINICAS RAIMUNDO CHAAR;409060135;HISTERECTOMIA TOTAL;;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200029;ACRE;APROVADO
2001500;HOSPITAL DE CLINICAS RAIMUNDO CHAAR;407040064;HERNIOPLASTIA EPIGASTRICA;;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200030;ACRE;APROVADO
2001500;HOSPITAL DE CLINICAS RAIMUNDO CHAAR;407040102;HERNIOPLASTIA INGUINAL / CRURAL (UNILATERAL);;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200031;ACRE;APROVADO
2001500;HOSPITAL DE CLINICAS RAIMUNDO CHAAR;407040129;HERNIOPLASTIA UMBILICAL;;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200032;ACRE;APROVADO
2001500;HOSPITAL DE CLINICAS RAIMUNDO CHAAR;407040099;HERNIOPLASTIA INGUINAL (BILATERAL);;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200033;ACRE;APROVADO
2000121;HOSPITAL DR SANSAO GOMES;407030026;COLECISTECTOMIA;;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200034;ACRE;APROVADO
2000121;HOSPITAL DR SANSAO GOMES;409060186;LAQUEADURA TUBARIA;;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200035;ACRE;APROVADO
2000121;HOSPITAL DR SANSAO GOMES;409060135;HISTERECTOMIA TOTAL;;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200036;ACRE;APROVADO
2000121;HOSPITAL DR SANSAO GOMES;407040064;HERNIOPLASTIA EPIGASTRICA;;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200037;ACRE;APROVADO
2000121;HOSPITAL DR SANSAO GOMES;407040102;HERNIOPLASTIA INGUINAL / CRURAL (UNILATERAL);;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200038;ACRE;APROVADO
2000121;HOSPITAL DR SANSAO GOMES;407040129;HERNIOPLASTIA UMBILICAL;;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200039;ACRE;APROVADO
2000121;HOSPITAL DR SANSAO GOMES;407040099;HERNIOPLASTIA INGUINAL (BILATERAL);;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;SIM;;200040;ACRE;APROVADO
2002078;HOSPITAL SANTA JULIANA;402010035;TIREOIDECTOMIA PARCIAL;;ESTADUAL;3999;ASSOCIACAO PRIVADA;SIM;;200041;ACRE;APROVADO
2002078;HOSPITAL SANTA JULIANA;402010043;TIREOIDECTOMIA TOTAL;;ESTADUAL;3999;ASSOCIACAO PRIVADA;SIM;;200042;ACRE;APROVADO
2002078;HOSPITAL SANTA JULIANA;401020096;EXERESE DE CISTO TIREOGLOSSO;;ESTADUAL;3999;ASSOCIACAO PRIVADA;SIM;;200043;ACRE;APROVADO
2002078;HOSPITAL SANTA JULIANA;402010027;PARATIREOIDECTOMIA;;ESTADUAL;3999;ASSOCIACAO PRIVADA;SIM;;200044;ACRE;APROVADO
2002078;HOSPITAL SANTA JULIANA;401020070;EXERESE DE CISTO DERMOIDE;;ESTADUAL;3999;ASSOCIACAO PRIVADA;SIM;;200045;ACRE;APROVADO
2002078;HOSPITAL SANTA JULIANA;404010466;PAROTIDECTOMIA PARCIAL OU SUBTOTAL;;ESTADUAL;3999;ASSOCIACAO PRIVADA;SIM;;200046;ACRE;APROVADO
2002078;HOSPITAL SANTA JULIANA;410010073;PLASTICA MAMARIA FEMININA NAO ESTETICA;;ESTADUAL;3999;ASSOCIACAO PRIVADA;SIM;;200047;ACRE;APROVADO
2002078;HOSPITAL SANTA JULIANA;409010200;NEFRECTOMIA PARCIAL;;ESTADUAL;3999;ASSOCIACAO PRIVADA;SIM;;200048;ACRE;APROVADO
2002078;HOSPITAL SANTA JULIANA;409010367;RESSECCAO DO COLO VESICAL / TUMOR VESICAL A CEU ABERTO;;ESTADUAL;3999;ASSOCIACAO PRIVADA;SIM;;200049;ACRE;APROVADO
2002078;HOSPITAL SANTA JULIANA;409030023;PROSTATECTOMIA SUPRAPÚBICA;;ESTADUAL;3999;ASSOCIACAO PRIVADA;SIM;;200050;ACRE;APROVADO
2002078;HOSPITAL SANTA JULIANA;409010324;PIELOPLASTIA;;ESTADUAL;3999;ASSOCIACAO PRIVADA;SIM;;200051;ACRE;APROVADO
2002078;HOSPITAL SANTA JULIANA;409010570;URETEROPLASTIA;;ESTADUAL;3999;ASSOCIACAO PRIVADA;SIM;;200052;ACRE;APROVADO
2002078;HOSPITAL SANTA JULIANA;409010235;NEFROLITOTOMIA PERCUTANEA;;ESTADUAL;3999;ASSOCIACAO PRIVADA;SIM;;200053;ACRE;APROVADO
2002078;HOSPITAL SANTA JULIANA;409010065;CISTOLITOTOMIA E/OU RETIRADA DE CORPO ESTRANHO DA BEXIGA;;ESTADUAL;3999;ASSOCIACAO PRIVADA;SIM;;200054;ACRE;APROVADO
2002078;HOSPITAL SANTA JULIANA;409010596;URETEROLITOTRIPSIA TRANSURETEROSCÓPICA;;ESTADUAL;3999;ASSOCIACAO PRIVADA;;;200055;ACRE;APROVADO
2002078;HOSPITAL SANTA JULIANA;410010090;PLASTICA MAMARIA RECONSTRUTIVA - POS MASTECTOMIA C/ IMPLANTE DE PROTESE;;ESTADUAL;3999;ASSOCIACAO PRIVADA;;;200056;ACRE;APROVADO
2000725;HOSPITAL DR ARY RODRIGUES;407040080;HERNIOPLASTIA INCISIONAL;;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200057;ACRE;APROVADO
2001500;HOSPITAL DE CLINICAS RAIMUNDO CHAAR;407040080;HERNIOPLASTIA INCISIONAL;;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200058;ACRE;APROVADO
2000121;HOSPITAL DR SANSAO GOMES;407040080;HERNIOPLASTIA INCISIONAL;;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200059;ACRE;APROVADO
2000296;HOSPITAL DA MULHER E DA CRIANCA DO JURUA;409060100;HISTERECTOMIA (POR VIA VAGINAL);;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200060;ACRE;APROVADO
2000725;HOSPITAL DR ARY RODRIGUES;409060100;HISTERECTOMIA (POR VIA VAGINAL);;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200061;ACRE;APROVADO
2001500;HOSPITAL DE CLINICAS RAIMUNDO CHAAR;409060100;HISTERECTOMIA (POR VIA VAGINAL);;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200062;ACRE;APROVADO
2000121;HOSPITAL DR SANSAO GOMES;409060100;HISTERECTOMIA (POR VIA VAGINAL);;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200063;ACRE;APROVADO
2002078;HOSPITAL SANTA JULIANA;406010820;PLÁSTICA VALVAR E/OU TROCA VALVAR MÚLTIPLA;;ESTADUAL;3999;ASSOCIACAO PRIVADA;SIM;;200064;ACRE;APROVADO
2002078;HOSPITAL SANTA JULIANA;406010811;PLÁSTICA VALVAR C/ REVASCULARIZAÇÃO MIOCÁRDICA;;ESTADUAL;3999;ASSOCIACAO PRIVADA;SIM;;200065;ACRE;APROVADO
7042671;HOSPITAL REGIONAL DO NORTE;407030026;COLECISTECTOMIA;0;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200001;ALAGOAS;APROVADO
7042671;HOSPITAL REGIONAL DO NORTE;407040099;HERNIOPLASTIA INGUINAL (BILATERAL);0;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200002;ALAGOAS;APROVADO
7042671;HOSPITAL REGIONAL DO NORTE;407040102;HERNIOPLASTIA INGUINAL / CRURAL (UNILATERAL);0;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200003;ALAGOAS;APROVADO
7042671;HOSPITAL REGIONAL DO NORTE;407040129;HERNIOPLASTIA UMBILICAL;0;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200004;ALAGOAS;APROVADO
7042671;HOSPITAL REGIONAL DO NORTE;407040080;HERNIOPLASTIA INCISIONAL;0;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200005;ALAGOAS;APROVADO
7042671;HOSPITAL REGIONAL DO NORTE;407010211;GASTROSTOMIA;0;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200006;ALAGOAS;APROVADO
7042671;HOSPITAL REGIONAL DO NORTE;409050083;POSTECTOMIA;0;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200007;ALAGOAS;APROVADO
7042671;HOSPITAL REGIONAL DO NORTE;409040215;TRATAMENTO CIRURGICO DE HIDROCELE;0;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200008;ALAGOAS;APROVADO
7042671;HOSPITAL REGIONAL DO NORTE;409040231;TRATAMENTO CIRURGICO DE VARICOCELE;0;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200009;ALAGOAS;APROVADO
7042671;HOSPITAL REGIONAL DO NORTE;408010100;OSTECTOMIA DA CLAVÍCULA OU DA ESCÁPULA;0;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200010;ALAGOAS;APROVADO
7042671;HOSPITAL REGIONAL DO NORTE;408010207;TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO ESTERNO-CLAVICULAR;0;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200011;ALAGOAS;APROVADO
7042671;HOSPITAL REGIONAL DO NORTE;409060127;HISTERECTOMIA SUBTOTAL;0;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200012;ALAGOAS;APROVADO
7042671;HOSPITAL REGIONAL DO NORTE;409060119;HISTERECTOMIA C/ ANEXECTOMIA (UNI / BILATERAL);0;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200013;ALAGOAS;APROVADO
7042671;HOSPITAL REGIONAL DO NORTE;409060135;HISTERECTOMIA TOTAL;0;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200014;ALAGOAS;APROVADO
7042671;HOSPITAL REGIONAL DO NORTE;408010207;TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO ESTERNO-CLAVICULAR;0;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200015;ALAGOAS;APROVADO
7042671;HOSPITAL REGIONAL DO NORTE;408040262;TRATAMENTO CIRÚRGICO DE FRATURA / LUXAÇÃO / FRATURA-LUXAÇÃO / DISJUNÇÃO DO ANEL PÉLVICO ANTERO-POSTERIOR;0;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200016;ALAGOAS;APROVADO
7042671;HOSPITAL REGIONAL DO NORTE;408010185;TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO ACROMIO-CLAVICULAR;0;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200017;ALAGOAS;APROVADO
806285;HOSPITAL REGIONAL DO ALTO SERTAO;407040099;HERNIOPLASTIA INGUINAL (BILATERAL);0;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200019;ALAGOAS;APROVADO
806285;HOSPITAL REGIONAL DO ALTO SERTAO;407040129;HERNIOPLASTIA UMBILICAL;0;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200020;ALAGOAS;APROVADO
806285;HOSPITAL REGIONAL DO ALTO SERTAO;407040064;HERNIOPLASTIA EPIGASTRICA;0;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200021;ALAGOAS;APROVADO
806285;HOSPITAL REGIONAL DO ALTO SERTAO;407040080;HERNIOPLASTIA INCISIONAL;0;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200022;ALAGOAS;APROVADO
806285;HOSPITAL REGIONAL DO ALTO SERTAO;407030026;COLECISTECTOMIA;0;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200023;ALAGOAS;APROVADO
806285;HOSPITAL REGIONAL DO ALTO SERTAO;409060127;HISTERECTOMIA SUBTOTAL;0;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200024;ALAGOAS;APROVADO
806285;HOSPITAL REGIONAL DO ALTO SERTAO;409060119;HISTERECTOMIA C/ ANEXECTOMIA (UNI / BILATERAL);0;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200025;ALAGOAS;APROVADO
806285;HOSPITAL REGIONAL DO ALTO SERTAO;409060135;HISTERECTOMIA TOTAL;0;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200026;ALAGOAS;APROVADO
806285;HOSPITAL REGIONAL DO ALTO SERTAO;409060216;OOFORECTOMIA / OOFOROPLASTIA;0;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200027;ALAGOAS;APROVADO
806285;HOSPITAL REGIONAL DO ALTO SERTAO;409060232;SALPINGECTOMIA UNI / BILATERAL;0;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200028;ALAGOAS;APROVADO
806285;HOSPITAL REGIONAL DO ALTO SERTAO;409060119;HISTERECTOMIA C/ ANEXECTOMIA (UNI / BILATERAL);0;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200029;ALAGOAS;APROVADO
806285;HOSPITAL REGIONAL DO ALTO SERTAO;409050083;POSTECTOMIA;0;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200030;ALAGOAS;APROVADO
806285;HOSPITAL REGIONAL DO ALTO SERTAO;409040215;TRATAMENTO CIRURGICO DE HIDROCELE;0;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200031;ALAGOAS;APROVADO
806285;HOSPITAL REGIONAL DO ALTO SERTAO;409040231;TRATAMENTO CIRURGICO DE VARICOCELE;0;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200032;ALAGOAS;APROVADO
806285;HOSPITAL REGIONAL DO ALTO SERTAO;409050083;POSTECTOMIA;0;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200033;ALAGOAS;APROVADO
806285;HOSPITAL REGIONAL DO ALTO SERTAO;404010016;ADENOIDECTOMIA;0;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200034;ALAGOAS;APROVADO
806285;HOSPITAL REGIONAL DO ALTO SERTAO;404010024;AMIGDALECTOMIA;0;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200035;ALAGOAS;APROVADO
806285;HOSPITAL REGIONAL DO ALTO SERTAO;404010520;SEPTOPLASTIA REPARADORA NÂO ESTÉTICA;0;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200036;ALAGOAS;APROVADO
806285;HOSPITAL REGIONAL DO ALTO SERTAO;408010100;OSTECTOMIA DA CLAVÍCULA OU DA ESCÁPULA;0;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200037;ALAGOAS;APROVADO
806285;HOSPITAL REGIONAL DO ALTO SERTAO;408010207;TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO ESTERNO-CLAVICULAR;0;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200038;ALAGOAS;APROVADO
806285;HOSPITAL REGIONAL DO ALTO SERTAO;408010185;TRATAMENTO CIRURGICO DE LUXACAO / FRATURA-LUXACAO ACROMIO-CLAVICULAR;0;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200039;ALAGOAS;APROVADO
806285;HOSPITAL REGIONAL DO ALTO SERTAO;408040262;TRATAMENTO CIRÚRGICO DE FRATURA / LUXAÇÃO / FRATURA-LUXAÇÃO / DISJUNÇÃO DO ANEL PÉLVICO ANTERO-POSTERIOR;0;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200040;ALAGOAS;APROVADO
7753470;HOSPITAL REGIONAL DA MATA;407030026;COLECISTECTOMIA;0;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200041;ALAGOAS;APROVADO
7753470;HOSPITAL REGIONAL DA MATA;407040099;HERNIOPLASTIA INGUINAL (BILATERAL);0;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200042;ALAGOAS;APROVADO
7753470;HOSPITAL REGIONAL DA MATA;407040129;HERNIOPLASTIA UMBILICAL;0;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200043;ALAGOAS;APROVADO
7753470;HOSPITAL REGIONAL DA MATA;407040064;HERNIOPLASTIA EPIGASTRICA;0;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200044;ALAGOAS;APROVADO
7753470;HOSPITAL REGIONAL DA MATA;407040080;HERNIOPLASTIA INCISIONAL;0;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200045;ALAGOAS;APROVADO
7753470;HOSPITAL REGIONAL DA MATA;409060216;OOFORECTOMIA / OOFOROPLASTIA;0;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200046;ALAGOAS;APROVADO
7753470;HOSPITAL REGIONAL DA MATA;409060127;HISTERECTOMIA SUBTOTAL;0;ESTADUAL;1023;ORGAO PUBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;200047;ALAGOAS;APROVADO
