CNES;ESTABELECIMENTO;CÓDIGO DO PROCEDIMENTO PRINCIPAL NO SIGTAP;PROCEDIMENTO CIRÚRGICO (PRINCIPAL);COMPLEMENTO COM RECURSO FEDERAL DO PROCEDIMENTO PRINCIPAL (Percentual);GESTÃO DO SERVIÇO;CODIGO DA NATUREZA JURÍDICA;NATUREZA JURÍDICA;POSSUI CONTRATO COM A SECRETARIA DE SAÚDE ?;Identificação do Nome do Estabelecimento que não apareceu nesta planilha (coluna B);SQ (CODIGO Interno;UF;STATUS
2755165;HOSPITAL DOM ORIONE DE ARAGUAINA;409070190;MARSUPIALIZACAO DE GLANDULA DE BARTOLIN;;ESTADUAL;3999;ASSOCIACAO PRIVADA;SIM;;200034;TOCANTINS;NAO_APROVADO
2755165;HOSPITAL DOM ORIONE DE ARAGUAINA;409060216;OOFORECTOMIA / OOFOROPLASTIA;;ESTADUAL;3999;ASSOCIACAO PRIVADA;SIM;;200035;TOCANTINS;NAO_APROVADO
2755165;HOSPITAL DOM ORIONE DE ARAGUAINA;409060232;SALPINGECTOMIA UNI / BILATERAL;;ESTADUAL;3999;ASSOCIACAO PRIVADA;SIM;;200036;TOCANTINS;NAO_APROVADO
2755165;HOSPITAL DOM ORIONE DE ARAGUAINA;409010430;TRATAMENTO CIRURGICO DE CISTOCELE;;ESTADUAL;3999;ASSOCIACAO PRIVADA;SIM;;200037;TOCANTINS;NAO_APROVADO
2755165;HOSPITAL DOM ORIONE DE ARAGUAINA;409070220;TRATAMENTO CIRURGICO DE COAPTACAO DE NINFAS;;ESTADUAL;3999;ASSOCIACAO PRIVADA;SIM;;200038;TOCANTINS;NAO_APROVADO
2755165;HOSPITAL DOM ORIONE DE ARAGUAINA;409070270;TRATAMENTO CIRURGICO DE INCONTINENCIA URINARIA POR VIA VAGINAL;;ESTADUAL;3999;ASSOCIACAO PRIVADA;SIM;;200039;TOCANTINS;NAO_APROVADO
2755165;HOSPITAL DOM ORIONE DE ARAGUAINA;409030023;PROSTATECTOMIA SUPRAPÚBICA;;ESTADUAL;3999;ASSOCIACAO PRIVADA;SIM;;200040;TOCANTINS;NAO_APROVADO
2755165;HOSPITAL DOM ORIONE DE ARAGUAINA;409030040;RESSECCAO ENDOSCOPICA DE PROSTATA;;ESTADUAL;3999;ASSOCIACAO PRIVADA;SIM;;200041;TOCANTINS;NAO_APROVADO
2755165;HOSPITAL DOM ORIONE DE ARAGUAINA;409040240;VASECTOMIA;;ESTADUAL;3999;ASSOCIACAO PRIVADA;SIM;;200042;TOCANTINS;NAO_APROVADO
2755165;HOSPITAL DOM ORIONE DE ARAGUAINA;409050083;POSTECTOMIA;;ESTADUAL;3999;ASSOCIACAO PRIVADA;SIM;;200043;TOCANTINS;NAO_APROVADO
2755165;HOSPITAL DOM ORIONE DE ARAGUAINA;409010235;NEFROLITOTOMIA PERCUTANEA;;ESTADUAL;3999;ASSOCIACAO PRIVADA;SIM;;200044;TOCANTINS;NAO_APROVADO
2755165;HOSPITAL DOM ORIONE DE ARAGUAINA;409070270;TRATAMENTO CIRURGICO DE INCONTINENCIA URINARIA POR VIA VAGINAL;;ESTADUAL;3999;ASSOCIACAO PRIVADA;SIM;;200045;TOCANTINS;NAO_APROVADO
2755165;HOSPITAL DOM ORIONE DE ARAGUAINA;409040231;TRATAMENTO CIRURGICO DE VARICOCELE;;ESTADUAL;3999;ASSOCIACAO PRIVADA;SIM;;200046;TOCANTINS;NAO_APROVADO
2755165;HOSPITAL DOM ORIONE DE ARAGUAINA;409010200;NEFRECTOMIA PARCIAL;;ESTADUAL;3999;ASSOCIACAO PRIVADA;SIM;;200047;TOCANTINS;NAO_APROVADO
2755165;HOSPITAL DOM ORIONE DE ARAGUAINA;409020176;URETROTOMIA INTERNA;;ESTADUAL;3999;ASSOCIACAO PRIVADA;SIM;;200048;TOCANTINS;NAO_APROVADO
2755165;HOSPITAL DOM ORIONE DE ARAGUAINA;409010227;NEFROLITOTOMIA;;ESTADUAL;3999;ASSOCIACAO PRIVADA;SIM;;200049;TOCANTINS;NAO_APROVADO
2755165;HOSPITAL DOM ORIONE DE ARAGUAINA;409010316;PIELOLITOTOMIA;;ESTADUAL;3999;ASSOCIACAO PRIVADA;SIM;;200050;TOCANTINS;NAO_APROVADO
2755165;HOSPITAL DOM ORIONE DE ARAGUAINA;409040215;TRATAMENTO CIRURGICO DE HIDROCELE;;ESTADUAL;3999;ASSOCIACAO PRIVADA;SIM;;200051;TOCANTINS;NAO_APROVADO
2755165;HOSPITAL DOM ORIONE DE ARAGUAINA;409010219;NEFRECTOMIA TOTAL;;ESTADUAL;3999;ASSOCIACAO PRIVADA;SIM;;200052;TOCANTINS;NAO_APROVADO
2755165;HOSPITAL DOM ORIONE DE ARAGUAINA;409010065;CISTOLITOTOMIA E/OU RETIRADA DE CORPO ESTRANHO DA BEXIGA;;ESTADUAL;3999;ASSOCIACAO PRIVADA;SIM;;200053;TOCANTINS;NAO_APROVADO
2755165;HOSPITAL DOM ORIONE DE ARAGUAINA;409040126;ORQUIDOPEXIA BILATERAL;;ESTADUAL;3999;ASSOCIACAO PRIVADA;SIM;;200054;TOCANTINS;NAO_APROVADO
2755165;HOSPITAL DOM ORIONE DE ARAGUAINA;409010324;PIELOPLASTIA;;ESTADUAL;3999;ASSOCIACAO PRIVADA;SIM;;200055;TOCANTINS;NAO_APROVADO
2755165;HOSPITAL DOM ORIONE DE ARAGUAINA;409010367;RESSECCAO DO COLO VESICAL / TUMOR VESICAL A CEU ABERTO;;ESTADUAL;3999;ASSOCIACAO PRIVADA;SIM;;200056;TOCANTINS;NAO_APROVADO
2755165;HOSPITAL DOM ORIONE DE ARAGUAINA;409010090;CISTOSTOMIA;;ESTADUAL;3999;ASSOCIACAO PRIVADA;SIM;;200057;TOCANTINS;NAO_APROVADO
2755165;HOSPITAL DOM ORIONE DE ARAGUAINA;409010170;INSTALACAO ENDOSCOPICA DE CATETER DUPLO J;;ESTADUAL;3999;ASSOCIACAO PRIVADA;SIM;;200058;TOCANTINS;NAO_APROVADO
2755165;HOSPITAL DOM ORIONE DE ARAGUAINA;409050040;CORRECAO DE HIPOSPADIA (2O TEMPO);;ESTADUAL;3999;ASSOCIACAO PRIVADA;SIM;;200059;TOCANTINS;NAO_APROVADO
2755165;HOSPITAL DOM ORIONE DE ARAGUAINA;409010146;EXTRACAO ENDOSCOPICA DE CALCULO EM PELVE RENAL;;ESTADUAL;3999;ASSOCIACAO PRIVADA;SIM;;200060;TOCANTINS;NAO_APROVADO
2755165;HOSPITAL DOM ORIONE DE ARAGUAINA;409010294;NEFROSTOMIA PERCUTANEA;;ESTADUAL;3999;ASSOCIACAO PRIVADA;SIM;;200061;TOCANTINS;NAO_APROVADO
2755165;HOSPITAL DOM ORIONE DE ARAGUAINA;409040134;ORQUIDOPEXIA UNILATERAL;;ESTADUAL;3999;ASSOCIACAO PRIVADA;SIM;;200062;TOCANTINS;NAO_APROVADO
2755165;HOSPITAL DOM ORIONE DE ARAGUAINA;409010472;TRATAMENTO CIRURGICO DE FISTULAS URETERAIS;;ESTADUAL;3999;ASSOCIACAO PRIVADA;SIM;;200063;TOCANTINS;NAO_APROVADO
2755165;HOSPITAL DOM ORIONE DE ARAGUAINA;409010510;TRATAMENTO CIRURGICO DE URETEROCELE;;ESTADUAL;3999;ASSOCIACAO PRIVADA;SIM;;200064;TOCANTINS;NAO_APROVADO
2755165;HOSPITAL DOM ORIONE DE ARAGUAINA;409020133;URETROPLASTIA AUTOGENA;;ESTADUAL;3999;ASSOCIACAO PRIVADA;SIM;;200065;TOCANTINS;NAO_APROVADO
2755165;HOSPITAL DOM ORIONE DE ARAGUAINA;409020141;URETROPLASTIA HETEROGENEA;;ESTADUAL;3999;ASSOCIACAO PRIVADA;SIM;;200066;TOCANTINS;NAO_APROVADO
5948436;COP CLINICA ORTOPEDICA DE PORTO;408060026;ALONGAMENTO E/OU TRANSPORTE DE OSSOS DA MÃO E/OU DO PÉ;;ESTADUAL;2062;SOCIEDADE EMPRESARIA LIMITADA;SIM;;200067;TOCANTINS;NAO_APROVADO
5948436;COP CLINICA ORTOPEDICA DE PORTO;408030020;ARTRODESE CERVICAL / CERVICO-TORÁCICA POSTERIOR UM NIVEL;;ESTADUAL;2062;SOCIEDADE EMPRESARIA LIMITADA;SIM;;200068;TOCANTINS;NAO_APROVADO
5948436;COP CLINICA ORTOPEDICA DE PORTO;408030160;ARTRODESE INTERSOMATICA VIA POSTERIOR / POSTERO-LATERAL TRES NÍVEIS;;ESTADUAL;2062;SOCIEDADE EMPRESARIA LIMITADA;SIM;;200069;TOCANTINS;NAO_APROVADO
5948436;COP CLINICA ORTOPEDICA DE PORTO;408020040;ARTROPLASTIA DE ARTICULAÇÃO DA MÃO;;ESTADUAL;2062;SOCIEDADE EMPRESARIA LIMITADA;SIM;;200070;TOCANTINS;NAO_APROVADO
5948436;COP CLINICA ORTOPEDICA DE PORTO;408020083;ARTROPLASTIA TOTAL DE COTOVELO (REVISAO / RECONSTRUCAO);;ESTADUAL;2062;SOCIEDADE EMPRESARIA LIMITADA;SIM;;200071;TOCANTINS;NAO_APROVADO
5948436;COP CLINICA ORTOPEDICA DE PORTO;401020010;ENXERTO COMPOSTO;;ESTADUAL;2062;SOCIEDADE EMPRESARIA LIMITADA;SIM;;200072;TOCANTINS;NAO_APROVADO
5948436;COP CLINICA ORTOPEDICA DE PORTO;403020018;ENXERTO MICROCIRURGICO DE NERVO PERIFERICO (2 OU MAIS NERVOS);;ESTADUAL;2062;SOCIEDADE EMPRESARIA LIMITADA;SIM;;200073;TOCANTINS;NAO_APROVADO
5948436;COP CLINICA ORTOPEDICA DE PORTO;408050080;FASCIOTOMIA DE MEMBROS INFERIORES;;ESTADUAL;2062;SOCIEDADE EMPRESARIA LIMITADA;SIM;;200074;TOCANTINS;NAO_APROVADO
5948436;COP CLINICA ORTOPEDICA DE PORTO;403020069;MICRONEURORRAFIA;;ESTADUAL;2062;SOCIEDADE EMPRESARIA LIMITADA;SIM;;200075;TOCANTINS;NAO_APROVADO
5948436;COP CLINICA ORTOPEDICA DE PORTO;403020085;NEURORRAFIA;;ESTADUAL;2062;SOCIEDADE EMPRESARIA LIMITADA;SIM;;200076;TOCANTINS;NAO_APROVADO
5948436;COP CLINICA ORTOPEDICA DE PORTO;408060166;OSTECTOMIA DE OSSOS DA MÃO E/OU DO PÉ;;ESTADUAL;2062;SOCIEDADE EMPRESARIA LIMITADA;SIM;;200077;TOCANTINS;NAO_APROVADO
5948436;COP CLINICA ORTOPEDICA DE PORTO;408040157;OSTEOTOMIA DA PELVE;;ESTADUAL;2062;SOCIEDADE EMPRESARIA LIMITADA;SIM;;200078;TOCANTINS;NAO_APROVADO
5948436;COP CLINICA ORTOPEDICA DE PORTO;408040165;RECONSTRUÇÃO OSTEOPLASTICA DO QUADRIL;;ESTADUAL;2062;SOCIEDADE EMPRESARIA LIMITADA;SIM;;200079;TOCANTINS;NAO_APROVADO
5948436;COP CLINICA ORTOPEDICA DE PORTO;408050233;REDUCAO INCRUENTA DE FRATURA DIAFISARIA / LESAO FISARIA PROXIMAL DO FEMUR;;ESTADUAL;2062;SOCIEDADE EMPRESARIA LIMITADA;SIM;;200080;TOCANTINS;NAO_APROVADO
5948436;COP CLINICA ORTOPEDICA DE PORTO;408010134;REDUCAO INCRUENTA DE LUXAÇÃO OU FRATURA / LUXAÇÃO ESCÁPULO-UMERAL;;ESTADUAL;2062;SOCIEDADE EMPRESARIA LIMITADA;SIM;;200081;TOCANTINS;NAO_APROVADO
5948436;COP CLINICA ORTOPEDICA DE PORTO;408060204;REINSERÇÃO MUSCULAR;;ESTADUAL;2062;SOCIEDADE EMPRESARIA LIMITADA;SIM;;200082;TOCANTINS;NAO_APROVADO
5948436;COP CLINICA ORTOPEDICA DE PORTO;408050322;REPARO DE BAINHA TENDINOSA AO NIVEL DO TORNOZELO;;ESTADUAL;2062;SOCIEDADE EMPRESARIA LIMITADA;SIM;;200083;TOCANTINS;NAO_APROVADO
5948436;COP CLINICA ORTOPEDICA DE PORTO;408060328;RETIRADA DE CORPO ESTRANHO INTRA-ARTICULAR;;ESTADUAL;2062;SOCIEDADE EMPRESARIA LIMITADA;SIM;;200084;TOCANTINS;NAO_APROVADO
5948436;COP CLINICA ORTOPEDICA DE PORTO;408060336;RETIRADA DE CORPO ESTRANHO INTRA-ÓSSEO;;ESTADUAL;2062;SOCIEDADE EMPRESARIA LIMITADA;SIM;;200085;TOCANTINS;NAO_APROVADO
5948436;COP CLINICA ORTOPEDICA DE PORTO;408040211;;;ESTADUAL;2062;SOCIEDADE EMPRESARIA LIMITADA;SIM;;200086;TOCANTINS;NAO_APROVADO
5948436;COP CLINICA ORTOPEDICA DE PORTO;408060344;RETIRADA DE ESPAÇADORES / OUTROS MATERIAIS;;ESTADUAL;2062;SOCIEDADE EMPRESARIA LIMITADA;SIM;;200087;TOCANTINS;NAO_APROVADO
5948436;COP CLINICA ORTOPEDICA DE PORTO;408060409;RETIRADA DE TRAÇÃO TRANS-ESQUELÉTICA;;ESTADUAL;2062;SOCIEDADE EMPRESARIA LIMITADA;SIM;;200088;TOCANTINS;NAO_APROVADO
5948436;COP CLINICA ORTOPEDICA DE PORTO;408050330;REVISAO CIRURGICA DE COTO DE AMPUTACAO EM MEMBRO INFERIOR (EXCETO DEDOS DO PE);;ESTADUAL;2062;SOCIEDADE EMPRESARIA LIMITADA;SIM;;200089;TOCANTINS;NAO_APROVADO
5948436;COP CLINICA ORTOPEDICA DE PORTO;408050349;REVISAO CIRURGICA DO PE TORTO CONGENITO;;ESTADUAL;2062;SOCIEDADE EMPRESARIA LIMITADA;SIM;;200090;TOCANTINS;NAO_APROVADO
5948436;COP CLINICA ORTOPEDICA DE PORTO;403050103;RIZOTOMIA / NEUROTOMIA PERCUTÂNEA POR RADIOFREQUÊNCIA;;ESTADUAL;2062;SOCIEDADE EMPRESARIA LIMITADA;SIM;;200091;TOCANTINS;NAO_APROVADO
5948436;COP CLINICA ORTOPEDICA DE PORTO;408050357;SINDACTILIA CIRURGICA DOS DEDOS DO PE (PROCEDIMENTO TIPO KELIKIAN);;ESTADUAL;2062;SOCIEDADE EMPRESARIA LIMITADA;SIM;;200092;TOCANTINS;NAO_APROVADO
5948436;COP CLINICA ORTOPEDICA DE PORTO;408060433;TENODESE;;ESTADUAL;2062;SOCIEDADE EMPRESARIA LIMITADA;SIM;;200093;TOCANTINS;NAO_APROVADO
5948436;COP CLINICA ORTOPEDICA DE PORTO;408020300;TENOSINOVECTOMIA EM MEMBRO SUPERIOR;;ESTADUAL;2062;SOCIEDADE EMPRESARIA LIMITADA;SIM;;200094;TOCANTINS;NAO_APROVADO
5948436;COP CLINICA ORTOPEDICA DE PORTO;408060506;TRANSPLANTE DO SEGUNDO PODODÁCTILO P/ POLEGAR / QUALQUER OUTRO DEDO DA MÃO;;ESTADUAL;2062;SOCIEDADE EMPRESARIA LIMITADA;SIM;;200095;TOCANTINS;NAO_APROVADO
5948436;COP CLINICA ORTOPEDICA DE PORTO;408050420;TRATAMENTO CIRURGICO DAS DESINSERCOES DAS ESPINHAS INTERCONDILARES / EPICONDILARES;;ESTADUAL;2062;SOCIEDADE EMPRESARIA LIMITADA;SIM;;200096;TOCANTINS;NAO_APROVADO
5948436;COP CLINICA ORTOPEDICA DE PORTO;408060573;TRATAMENTO CIRÚRGICO DE DEDO EM MARTELO / EM GARRA (MÃO E PÉ);;ESTADUAL;2062;SOCIEDADE EMPRESARIA LIMITADA;SIM;;200097;TOCANTINS;NAO_APROVADO
5948436;COP CLINICA ORTOPEDICA DE PORTO;408060581;TRATAMENTO CIRÚRGICO DE DEFORMIDADE ARTICULAR POR RETRACAO TENO-CAPSULO-LIGAMENTAR;;ESTADUAL;2062;SOCIEDADE EMPRESARIA LIMITADA;SIM;;200098;TOCANTINS;NAO_APROVADO
5948436;COP CLINICA ORTOPEDICA DE PORTO;408030763;TRATAMENTO CIRURGICO DE DEFORMIDADE DA COLUNA VIA POSTERIOR NOVE NIVEIS;;ESTADUAL;2062;SOCIEDADE EMPRESARIA LIMITADA;SIM;;200099;TOCANTINS;NAO_APROVADO
5948436;COP CLINICA ORTOPEDICA DE PORTO;408030720;TRATAMENTO CIRÚRGICO DE DEFORMIDADE DA COLUNA VIA ANTERIOR SETE NÍVEIS;;ESTADUAL;2062;SOCIEDADE EMPRESARIA LIMITADA;SIM;;200100;TOCANTINS;NAO_APROVADO
5948436;COP CLINICA ORTOPEDICA DE PORTO;408020342;TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA DAS FALANGES DA MÃO (COM FIXAÇÃO);;ESTADUAL;2062;SOCIEDADE EMPRESARIA LIMITADA;SIM;;200101;TOCANTINS;NAO_APROVADO
5948436;COP CLINICA ORTOPEDICA DE PORTO;408020350;TRATAMENTO CIRÚRGICO DE FRATURA / LESÃO FISARIA DE EPI~CÔNDILO / EPITROCLEA DO ÚMERO;;ESTADUAL;2062;SOCIEDADE EMPRESARIA LIMITADA;SIM;;200102;TOCANTINS;NAO_APROVADO
5948436;COP CLINICA ORTOPEDICA DE PORTO;408050500;TRATAMENTO CIRÚRGICO DE FRATURA DA DIÁFISE DA TÍBIA;;ESTADUAL;2062;SOCIEDADE EMPRESARIA LIMITADA;SIM;;200103;TOCANTINS;NAO_APROVADO
5948436;COP CLINICA ORTOPEDICA DE PORTO;408050519;TRATAMENTO CIRÚRGICO DE FRATURA DA DIÁFISE DO FÊMUR;;ESTADUAL;2062;SOCIEDADE EMPRESARIA LIMITADA;SIM;;200104;TOCANTINS;NAO_APROVADO
5948436;COP CLINICA ORTOPEDICA DE PORTO;408020415;TRATAMENTO CIRÚRGICO DE FRATURA DE EXTREMIDADES / METÁFISE PROXIMAL DOS OSSOS DO ANTEBRAÇO;;ESTADUAL;2062;SOCIEDADE EMPRESARIA LIMITADA;SIM;;200105;TOCANTINS;NAO_APROVADO
5948436;COP CLINICA ORTOPEDICA DE PORTO;408010177;TRATAMENTO CIRURGICO DE FRATURA DO CORPO DE ESCAPULA;;ESTADUAL;2062;SOCIEDADE EMPRESARIA LIMITADA;SIM;;200106;TOCANTINS;NAO_APROVADO
5948436;COP CLINICA ORTOPEDICA DE PORTO;408050543;TRATAMENTO CIRÚRGICO DE FRATURA DO PILÃO TIBIAL;;ESTADUAL;2062;SOCIEDADE EMPRESARIA LIMITADA;SIM;;200107;TOCANTINS;NAO_APROVADO
5948436;COP CLINICA ORTOPEDICA DE PORTO;408050624;TRATAMENTO CIRÚRGICO DE FRATURA SUPRACONDILEANA DO FÊMUR (METÁFISE DISTAL);;ESTADUAL;2062;SOCIEDADE EMPRESARIA LIMITADA;SIM;;200108;TOCANTINS;NAO_APROVADO
5948436;COP CLINICA ORTOPEDICA DE PORTO;408020466;TRATAMENTO CIRÚRGICO DE FRATURAS DOS OSSOS DO CARPO;;ESTADUAL;2062;SOCIEDADE EMPRESARIA LIMITADA;SIM;;200109;TOCANTINS;NAO_APROVADO
5948436;COP CLINICA ORTOPEDICA DE PORTO;408050675;TRATAMENTO CIRÚRGICO DE LESÃO EVOLUTIVA FISÁRIA NO MEMBRO INFERIOR;;ESTADUAL;2062;SOCIEDADE EMPRESARIA LIMITADA;SIM;;200110;TOCANTINS;NAO_APROVADO
